Season,Date,DAP,Treatment,Depth,Block,PlotID,mean_temp,max_temp,min_temp
2024,2024-06-11,29,HE,20,4,11,18.6600661720872,21.1999944567677,16.3999987483024
2024,2024-06-11,29,HTI,20,1,1,14.4041616673268,17.3999978542327,11.5999932050701
2024,2024-06-11,29,HTI,20,2,5,14.2499947970109,17.3999978542327,11.199993562698
2024,2024-06-11,29,HTI,20,3,8,14.675342253616,17.4999977648257,11.9999928474422
2024,2024-06-11,29,HTI,20,4,12,14.8437449149784,17.2999979436396,12.4999924004073
2024,2024-06-12,30,AC,20,1,2,15.1795090841955,17.0999981224536,13.0999918639655
2024,2024-06-12,30,AC,20,2,4,15.1503422045663,17.2999979436396,13.2999916851516
2024,2024-06-12,30,AC,20,3,9,14.9843698916954,17.0999981224536,12.9999919533725
2024,2024-06-12,30,AC,20,4,10,14.5298556237582,16.0999990165233,12.7999921321864
2024,2024-06-12,30,HE,20,1,3,20.2857591630474,22.9999928474422,17.4999977648257
2024,2024-06-12,30,HE,20,2,6,21.8322858313095,25.3999907016749,17.7999974966048
2024,2024-06-12,30,HE,20,3,7,19.9711761109735,22.199993562698,17.6999975860117
2024,2024-06-12,30,HE,20,4,11,20.2378425392216,22.6999931156631,17.6999975860117
2024,2024-06-12,30,HTI,20,1,1,14.6649251181836,16.9999982118606,12.5999923110004
2024,2024-06-12,30,HTI,20,2,5,14.7041616722938,17.1999980330466,12.1999926686283
2024,2024-06-12,30,HTI,20,3,8,15.1923561241889,17.5999976754187,12.9999919533725
2024,2024-06-12,30,HTI,20,4,12,15.05555062265,16.8999983012675,13.2999916851516
2024,2024-06-13,31,AC,20,1,2,16.664925105766,20.1999953508374,12.8999920427794
2024,2024-06-13,31,AC,20,2,4,16.8586751715794,20.7999948143956,12.4999924004073
2024,2024-06-13,31,AC,20,3,9,16.507633579729,20.1999953508374,12.5999923110004
2024,2024-06-13,31,AC,20,4,10,15.7802033330621,18.599996781349,12.8999920427794
2024,2024-06-13,31,HE,20,1,3,22.9767312673021,26.7999894499773,18.599996781349
2024,2024-06-13,31,HE,20,2,6,24.9680513900598,28.6999975860117,19.5999958872793
2024,2024-06-13,31,HE,20,3,7,22.2836751361892,25.799990344047,18.599996781349
2024,2024-06-13,31,HE,20,4,11,22.758675599367,26.1999998211861,18.9999964237211
2024,2024-06-13,31,HTI,20,1,1,16.6670086421276,20.6999949038026,12.1999926686283
2024,2024-06-13,31,HTI,20,2,5,16.7829807265141,20.6999949038026,12.3999924898143
2024,2024-06-13,31,HTI,20,3,8,17.0024250430569,20.8999947249886,12.6999922215934
2024,2024-06-13,31,HTI,20,4,12,16.5281196383756,20.4999950826165,12.4999924004073
2024,2024-06-14,32,AC,20,1,2,16.6055541200769,17.9999973177908,15.4999995529651
2024,2024-06-14,32,AC,20,2,4,16.4569421856766,18.1999971389769,15.099999910593
2024,2024-06-14,32,AC,20,3,9,16.264234024638,17.7999974966048,15.099999910593
2024,2024-06-14,32,AC,20,4,10,15.9204841270835,16.9999982118606,15.099999910593
2024,2024-06-14,32,HE,20,1,3,22.6013820927172,23.8999920427795,21.3999942779538
2024,2024-06-14,32,HE,20,2,6,24.2638815624842,25.7000002682209,22.7999930262562
2024,2024-06-14,32,HE,20,3,7,22.2218685431402,23.3999924898143,21.1999944567677
2024,2024-06-14,32,HE,20,4,11,22.4440905666802,23.5999923110004,21.4999941885468
2024,2024-06-14,32,HTI,20,1,1,16.3597200503778,18.1999971389769,14.89999025464
2024,2024-06-14,32,HTI,20,2,5,16.2781230035547,17.7999974966048,15
2024,2024-06-14,32,HTI,20,3,8,16.4368031099023,17.8999974071978,15.1999899864191
2024,2024-06-14,32,HTI,20,4,12,16.4163170512557,18.0999972283839,15.099999910593
2024,2024-06-15,33,AC,20,1,2,15.9156226105366,17.1999980330466,14.89999025464
2024,2024-06-15,33,AC,20,2,4,15.7753447191374,17.2999979436396,14.6000003576279
2024,2024-06-15,33,AC,20,3,9,15.6760386718436,17.0999981224536,14.6000003576279
2024,2024-06-15,33,AC,20,4,10,15.4690943099764,16.4999986588954,14.6000003576279
2024,2024-06-15,33,HE,20,1,3,20.4152729361418,21.7999939203259,19.1999962449072
2024,2024-06-15,33,HE,20,2,6,22.0242992753366,23.6999922215934,20.5999949932095
2024,2024-06-15,33,HE,20,3,7,20.5951338864446,21.7999939203259,19.4999959766862
2024,2024-06-15,33,HE,20,4,11,20.9222169273426,22.099993652105,19.8999956190583
2024,2024-06-15,33,HTI,20,1,1,15.5989551000916,17.1999980330466,14.2999907910818
2024,2024-06-15,33,HTI,20,2,5,15.672913572192,17.0999981224536,14.4999906122679
2024,2024-06-15,33,HTI,20,3,8,15.8541640248148,17.3999978542327,14.6999904334539
2024,2024-06-15,33,HTI,20,4,12,15.6534692817263,16.9999982118606,14.6000003576279
2024,2024-06-16,34,AC,20,1,2,16.2989541669063,18.799996602535,14.1999908804888
2024,2024-06-16,34,AC,20,2,4,16.3298565414214,19.1999962449072,13.7999912381167
2024,2024-06-16,34,AC,20,3,9,16.1190926702276,18.799996602535,13.8999911487097
2024,2024-06-16,34,AC,20,4,10,15.7791624185937,17.8999974071978,13.9999910593028
2024,2024-06-16,34,HE,20,1,3,21.0920084422037,23.8999920427795,18.599996781349
2024,2024-06-16,34,HE,20,2,6,22.8989518857868,25.89999025464,20.1999953508374
2024,2024-06-16,34,HE,20,3,7,21.1909666870614,23.8999920427795,18.9999964237211
2024,2024-06-16,34,HE,20,4,11,21.3920081739828,23.7999921321864,19.3999960660932
2024,2024-06-16,34,HTI,20,1,1,16.2152731739396,19.1999962449072,13.5999914169306
2024,2024-06-16,34,HTI,20,2,5,16.08193985737,18.599996781349,13.7999912381167
2024,2024-06-16,34,HTI,20,3,8,16.2822871736559,18.9999964237211,13.8999911487097
2024,2024-06-16,34,HTI,20,4,12,16.1715232813521,19.0999963343141,13.8999911487097
2024,2024-06-17,35,AC,20,1,2,18.3326348165255,22.099993652105,15.1999899864191
2024,2024-06-17,35,AC,20,2,4,18.4170098776823,22.4999932944771,14.8000001788139
2024,2024-06-17,35,AC,20,3,9,18.2128433594064,22.199993562698,14.8000001788139
2024,2024-06-17,35,AC,20,4,10,17.3777749006117,20.0999954402444,15
2024,2024-06-17,35,HE,20,1,3,23.9506901299371,28.3999978542327,19.9999955296514
2024,2024-06-17,35,HE,20,2,6,25.8086757750765,30.4999959766862,21.5999940991398
2024,2024-06-17,35,HE,20,3,7,23.5479118244099,27.3999987483024,20.2999952614305
2024,2024-06-17,35,HE,20,4,11,23.7204812170107,27.2999988377094,20.5999949932095
2024,2024-06-17,35,HTI,20,1,1,18.3284677779506,22.299993473291,14.6999904334539
2024,2024-06-17,35,HTI,20,2,5,18.2847179536602,22.299993473291,14.6999904334539
2024,2024-06-17,35,HTI,20,3,8,18.5871483412672,22.8999929368492,14.8000001788139
2024,2024-06-17,35,HTI,20,4,12,18.1538155661066,22.199993562698,14.8000001788139
2024,2024-06-18,36,AC,20,1,2,17.345484014083,18.8999965131281,16.2999988377094
2024,2024-06-18,36,AC,20,2,4,17.1156231084838,18.3999969601629,15.8999991953372
2024,2024-06-18,36,AC,20,3,9,17.1177064399544,18.599996781349,16.0999990165233
2024,2024-06-18,36,AC,20,4,10,16.8729149921486,18.1999971389769,16.0999990165233
2024,2024-06-18,36,HE,20,1,3,22.5736043397747,24.5999914169306,21.0999945461747
2024,2024-06-18,36,HE,20,2,6,24.1027700831902,26.1999998211861,22.399993383884
2024,2024-06-18,36,HE,20,3,7,22.6180487444827,24.5999914169306,21.2999943673607
2024,2024-06-18,36,HE,20,4,11,22.8211735628748,24.5999914169306,21.7999939203259
2024,2024-06-18,36,HTI,20,1,1,17.0111093130376,18.2999970495699,15.7999992847442
2024,2024-06-18,36,HTI,20,2,5,17.0079843158315,18.3999969601629,15.7999992847442
2024,2024-06-18,36,HTI,20,3,8,17.237497999519,18.699996691942,16.0999990165233
2024,2024-06-18,36,HTI,20,4,12,17.057984271128,18.3999969601629,15.8999991953372
2024,2024-06-19,37,AC,20,1,2,18.4249969378112,21.9999937415119,15.4999995529651
2024,2024-06-19,37,AC,20,2,4,18.3454819931129,21.9999937415119,15.1999899864191
2024,2024-06-19,37,AC,20,3,9,18.3315930483446,22.199993562698,15.1999899864191
2024,2024-06-19,37,AC,20,4,10,17.5413159771303,20.2999952614305,15.2999997317791
2024,2024-06-19,37,HE,20,1,3,23.5558978942323,27.7999983906745,20.1999953508374
2024,2024-06-19,37,HE,20,2,6,25.0541616729148,29.2999970495699,21.4999941885468
2024,2024-06-19,37,HE,20,3,7,22.8708274231599,26.4999995529651,20.2999952614305
2024,2024-06-19,37,HE,20,4,11,23.5242998806963,26.7999894499773,20.8999947249886
2024,2024-06-19,37,HTI,20,1,1,18.0399268814878,21.3999942779538,15.099999910593
2024,2024-06-19,37,HTI,20,2,5,18.2677039775374,21.9999937415119,15.1999899864191
2024,2024-06-19,37,HTI,20,3,8,18.6114544556163,22.4999932944771,15.2999997317791
2024,2024-06-19,37,HTI,20,4,12,18.0336765797392,21.8999938309189,15.1999899864191
2024,2024-06-20,38,AC,20,1,2,17.9222187216909,20.2999952614305,14.8000001788139
2024,2024-06-20,38,AC,20,2,4,17.9111069716925,20.8999947249886,14.2999907910818
2024,2024-06-20,38,AC,20,3,9,17.893399234716,20.5999949932095,14.4999906122679
2024,2024-06-20,38,AC,20,4,10,17.383677878003,19.1999962449072,15
2024,2024-06-20,38,HE,20,1,3,23.6989527072133,26.6999993741512,20.1999953508374
2024,2024-06-20,38,HE,20,2,6,25.3805509188106,28.7999974966048,21.4999941885468
2024,2024-06-20,38,HE,20,3,7,23.1715207791987,25.4999906122679,20.3999951720235
2024,2024-06-20,38,HE,20,4,11,23.6847158234149,26,20.7999948143956
2024,2024-06-20,38,HTI,20,1,1,17.6079818329254,20.3999951720235,13.9999910593028
2024,2024-06-20,38,HTI,20,2,5,17.7850651103794,20.6999949038026,14.0999909698958
2024,2024-06-20,38,HTI,20,3,8,18.0857597982094,21.0999945461747,14.3999907016749
2024,2024-06-20,38,HTI,20,4,12,17.6170098075227,20.3999951720235,14.1999908804888
2024,2024-06-21,39,AC,20,1,2,17.7072892461592,18.8999965131281,16.6999984800815
2024,2024-06-21,39,AC,20,2,4,17.5579838240932,18.9999964237211,16.3999987483024
2024,2024-06-21,39,AC,20,3,9,17.5093727564438,18.799996602535,16.3999987483024
2024,2024-06-21,39,AC,20,4,10,17.2309007831952,18.0999972283839,16.4999986588954
2024,2024-06-21,39,HE,20,1,3,21.693396793409,24.1999917745585,17.3999978542327
2024,2024-06-21,39,HE,20,2,6,22.5902712305797,25.89999025464,17.3999978542327
2024,2024-06-21,39,HE,20,3,7,21.5992996553162,23.4999924004073,17.9999973177908
2024,2024-06-21,39,HE,20,4,11,21.7288134284107,23.6999922215934,17.7999974966048
2024,2024-06-21,39,HTI,20,1,1,17.3711784355548,18.799996602535,16.1999989271163
2024,2024-06-21,39,HTI,20,2,5,17.4076367362919,18.799996602535,16.2999988377094
2024,2024-06-21,39,HTI,20,3,8,17.6274282064495,19.0999963343141,16.3999987483024
2024,2024-06-21,39,HTI,20,4,12,17.4621505764415,18.799996602535,16.2999988377094
2024,2024-06-22,40,AC,20,1,2,17.4670111368305,20.0999954402444,15
2024,2024-06-22,40,AC,20,2,4,17.3999967614808,20.2999952614305,14.4999906122679
2024,2024-06-22,40,AC,20,3,9,17.3524274278637,20.1999953508374,14.6000003576279
2024,2024-06-22,40,AC,20,4,10,16.9079836881201,18.799996602535,15
2024,2024-06-22,40,HE,20,1,3,18.067357583261,21.1999944567677,15.1999899864191
2024,2024-06-22,40,HE,20,2,6,18.2822880490991,21.5999940991398,15.099999910593
2024,2024-06-22,40,HE,20,3,7,18.0263861830862,20.0999954402444,15.8999991953372
2024,2024-06-22,40,HE,20,4,11,17.8937474127858,20.1999953508374,15.6999993741512
2024,2024-06-22,40,HTI,20,1,1,17.0513853473794,19.5999958872793,14.3999907016749
2024,2024-06-22,40,HTI,20,2,5,17.2993020655792,20.1999953508374,14.4999906122679
2024,2024-06-22,40,HTI,20,3,8,17.5572884582602,20.6999949038026,14.6000003576279
2024,2024-06-22,40,HTI,20,4,12,17.2427053378893,19.9999955296514,14.6000003576279
2024,2024-06-23,41,AC,20,1,2,19.3357596026317,22.9999928474422,15
2024,2024-06-23,41,AC,20,2,4,19.3107589420135,23.3999924898143,14.4999906122679
2024,2024-06-23,41,AC,20,3,9,19.2260372394693,23.0999927580352,14.6000003576279
2024,2024-06-23,41,AC,20,4,10,18.4281210471563,21.1999944567677,15.1999899864191
2024,2024-06-23,41,HE,20,1,3,19.9270782452073,24.1999917745585,14.8000001788139
2024,2024-06-23,41,HE,20,2,6,20.3381889204595,25.2000007152558,14.6999904334539
2024,2024-06-23,41,HE,20,3,7,19.1909684752008,22.399993383884,15.5999994635582
2024,2024-06-23,41,HE,20,4,11,19.3736067910159,22.7999930262562,15.1999899864191
2024,2024-06-23,41,HTI,20,1,1,18.8829813418079,22.299993473291,14.3999907016749
2024,2024-06-23,41,HTI,20,2,5,19.4954809307842,23.8999920427795,14.3999907016749
2024,2024-06-23,41,HTI,20,3,8,19.7058975800662,23.9999919533725,14.4999906122679
2024,2024-06-23,41,HTI,20,4,12,18.9847173619599,22.8999929368492,14.3999907016749
2024,2024-06-24,42,AC,20,1,2,21.3361065047894,26.3999898076051,16.3999987483024
2024,2024-06-24,42,AC,20,2,4,21.2708294000474,26.6999993741512,15.7999992847442
2024,2024-06-24,42,AC,20,3,9,21.334370565973,26.7999894499773,15.9999991059303
2024,2024-06-24,42,AC,20,4,10,20.089578782891,24.0999918639655,16.4999986588954
2024,2024-06-24,42,HE,20,1,3,22.100343503451,27.8999983012675,16.2999988377094
2024,2024-06-24,42,HE,20,2,6,22.5229130481678,28.2999979436396,16.1999989271163
2024,2024-06-24,42,HE,20,3,7,21.0131901268328,26.099999910593,16.7999983906745
2024,2024-06-24,42,HE,20,4,11,21.1611067295486,25.7000002682209,16.4999986588954
2024,2024-06-24,42,HTI,20,1,1,20.8743013279717,26.1999998211861,15.6999993741512
2024,2024-06-24,42,HTI,20,2,5,21.518398520702,26.6999993741512,15.7999992847442
2024,2024-06-24,42,HTI,20,3,8,21.9781212539099,27.7999983906745,15.8999991953372
2024,2024-06-24,42,HTI,20,4,12,21.282635286533,27.3999987483024,15.8999991953372
2024,2024-06-25,43,AC,20,1,2,23.6763846488874,28.4999977648257,18.8999965131281
2024,2024-06-25,43,AC,20,2,4,23.6058987715383,28.7999974966048,18.2999970495699
2024,2024-06-25,43,AC,20,3,9,23.6461763425624,28.8999974071978,18.499996870756
2024,2024-06-25,43,AC,20,4,10,22.1454807128547,26,18.599996781349
2024,2024-06-25,43,HE,20,1,3,24.2631901920253,29.499996870756,18.8999965131281
2024,2024-06-25,43,HE,20,2,6,24.8510374691956,29.8999965131281,19.0999963343141
2024,2024-06-25,43,HE,20,3,7,23.2805510206352,28.3999978542327,19.0999963343141
2024,2024-06-25,43,HE,20,4,11,23.2538149675765,27.3999987483024,18.799996602535
2024,2024-06-25,43,HTI,20,1,1,23.4003429899817,28.5999976754187,18.3999969601629
2024,2024-06-25,43,HTI,20,2,5,23.9368015266539,28.7999974966048,18.3999969601629
2024,2024-06-25,43,HTI,20,3,8,24.3163153494188,29.599996781349,18.599996781349
2024,2024-06-25,43,HTI,20,4,12,23.6475652302095,29.499996870756,18.499996870756
2024,2024-06-26,44,AC,20,1,2,24.3861062707169,27.6999984800815,20.6999949038026
2024,2024-06-26,44,AC,20,2,4,24.3277732968742,28.2999979436396,19.9999955296514
2024,2024-06-26,44,AC,20,3,9,24.4704815709133,28.5999976754187,20.1999953508374
2024,2024-06-26,44,AC,20,4,10,23.2878415538823,26.5999994635582,20.0999954402444
2024,2024-06-26,44,HE,20,1,3,24.5618007288208,28.2999979436396,20.6999949038026
2024,2024-06-26,44,HE,20,2,6,25.4215230361038,29.0999972283839,20.8999947249886
2024,2024-06-26,44,HE,20,3,7,24.1961754410421,28.0999981224536,20.7999948143956
2024,2024-06-26,44,HE,20,4,11,24.1569395699018,27.3999987483024,20.3999951720235
2024,2024-06-26,44,HTI,20,1,1,24.0371480103372,27.6999984800815,20.2999952614305
2024,2024-06-26,44,HTI,20,2,5,24.7243010616134,28.5999976754187,20.1999953508374
2024,2024-06-26,44,HTI,20,3,8,24.9090233577206,28.5999976754187,20.2999952614305
2024,2024-06-26,44,HTI,20,4,12,24.6038147850373,29.1999971389769,20.1999953508374
2024,2024-06-27,45,AC,20,1,2,24.9670089389091,28.7999974966048,21.2999943673607
2024,2024-06-27,45,AC,20,2,4,24.5506894910498,28.4999977648257,20.6999949038026
2024,2024-06-27,45,AC,20,3,9,25.0208284035322,29.3999969601629,20.9999946355817
2024,2024-06-27,45,AC,20,4,10,23.6031184009583,26.3999898076051,21.0999945461747
2024,2024-06-27,45,HE,20,1,3,24.7881895177477,28.8999974071978,20.9999946355817
2024,2024-06-27,45,HE,20,2,6,25.6736062123541,29.799996602535,21.4999941885468
2024,2024-06-27,45,HE,20,3,7,24.3763832376232,27.7999983906745,21.5999940991398
2024,2024-06-27,45,HE,20,4,11,24.7312450559186,28.2999979436396,21.1999944567677
2024,2024-06-27,45,HTI,20,1,1,27.9958274852481,34.6999922215934,20.7999948143956
2024,2024-06-27,45,HTI,20,2,5,26.781244964649,31.8999947249886,20.8999947249886
2024,2024-06-27,45,HTI,20,3,8,27.7215220383468,33.8999929368492,20.9999946355817
2024,2024-06-27,45,HTI,20,4,12,27.1819388118052,33.7999930262562,20.9999946355817
2024,2024-06-28,46,AC,20,1,2,23.200340641807,25.6000003576279,20.5999949932095
2024,2024-06-28,46,AC,20,2,4,22.4961741949324,25.2999907910818,19.5999958872793
2024,2024-06-28,46,AC,20,3,9,23.0427023377887,26.099999910593,20.0999954402444
2024,2024-06-28,46,AC,20,4,10,21.8749938532706,23.7999921321864,19.8999956190583
2024,2024-06-28,46,HE,20,1,3,22.84617429179,25.6000003576279,20.0999954402444
2024,2024-06-28,46,HE,20,2,6,23.5968690212192,26.4999995529651,20.4999950826165
2024,2024-06-28,46,HE,20,3,7,22.7236046154462,25.2000007152558,20.5999949932095
2024,2024-06-28,46,HE,20,4,11,22.7892291469909,24.8999911487097,20.3999951720235
2024,2024-06-28,46,HTI,20,1,1,31.2954813765773,33.8999929368492,28.6999975860117
2024,2024-06-28,46,HTI,20,2,5,27.7565932954556,30.4999959766862,24.5999914169306
2024,2024-06-28,46,HTI,20,3,8,29.8232604706244,32.4999941885468,26.9999991059303
2024,2024-06-28,46,HTI,20,4,12,28.7558996991356,31.8999947249886,26
2024,2024-06-29,47,AC,20,1,2,22.7892313324947,27.2999988377094,18.499996870756
2024,2024-06-29,47,AC,20,2,4,22.1722174488833,26.9999991059303,17.4999977648257
2024,2024-06-29,47,AC,20,3,9,22.6440928124096,27.9999982118605,17.8999974071978
2024,2024-06-29,47,AC,20,4,10,21.3288137860386,24.7999912381167,18.0999972283839
2024,2024-06-29,47,HE,20,1,3,22.488537088595,27.4999986588954,17.9999973177908
2024,2024-06-29,47,HE,20,2,6,23.311106753763,28.2999979436396,18.1999971389769
2024,2024-06-29,47,HE,20,3,7,22.1614530232421,26.1999998211861,18.699996691942
2024,2024-06-29,47,HE,20,4,11,22.3034667168637,26.3999898076051,18.1999971389769
2024,2024-06-29,47,HTI,20,1,1,32.4218699755144,36.4000005364418,28.6999975860117
2024,2024-06-29,47,HTI,20,2,5,28.5347169167877,32.9999937415119,23.6999922215934
2024,2024-06-29,47,HTI,20,3,8,30.6399255875702,35.1999917745585,26.1999998211861
2024,2024-06-29,47,HTI,20,4,12,29.207286716066,34.3999924898143,24.9999910593027
2024,2024-06-30,48,AC,20,1,2,21.9211743675376,23.1999926686283,20.3999951720235
2024,2024-06-30,48,AC,20,2,4,21.2878416004484,22.7999930262562,19.5999958872793
2024,2024-06-30,48,AC,20,3,9,21.7909661506195,23.4999924004073,20.0999954402444
2024,2024-06-30,48,AC,20,4,10,20.9097169385185,21.9999937415119,19.7999957084653
2024,2024-06-30,48,HE,20,1,3,21.6989523439975,23.1999926686283,19.9999955296514
2024,2024-06-30,48,HE,20,2,6,22.1847157985796,23.9999919533725,20.1999953508374
2024,2024-06-30,48,HE,20,3,7,21.5048552953118,22.6999931156631,20.1999953508374
2024,2024-06-30,48,HE,20,4,11,21.4659664411922,22.6999931156631,20.0999954402444
2024,2024-06-30,48,HTI,20,1,1,31.9989529698463,33.099993652105,30.5999958872793
2024,2024-06-30,48,HTI,20,2,5,27.4142329002211,29.0999972283839,25.6000003576279
2024,2024-06-30,48,HTI,20,3,8,29.6930522537065,31.2999952614305,27.9999982118605
2024,2024-06-30,48,HTI,20,4,12,28.2482617763388,29.799996602535,26.3999898076051
2024,2024-07-01,49,AC,20,1,2,19.0895796769607,20.3999951720235,17.6999975860117
2024,2024-07-01,49,AC,20,2,4,18.647566183263,19.8999956190583,17.0999981224536
2024,2024-07-01,49,AC,20,3,9,19.0770796881366,20.6999949038026,17.2999979436396
2024,2024-07-01,49,AC,20,4,10,18.6236078713501,19.7999957084653,17.4999977648257
2024,2024-07-01,49,HE,20,1,3,18.8774270888623,20.1999953508374,17.2999979436396
2024,2024-07-01,49,HE,20,2,6,19.2868017228525,20.7999948143956,17.3999978542327
2024,2024-07-01,49,HE,20,3,7,19.0065936400449,20.1999953508374,17.8999974071978
2024,2024-07-01,49,HE,20,4,11,18.9520797998952,19.9999955296514,17.4999977648257
2024,2024-07-01,49,HTI,20,1,1,28.2972200658999,30.5999958872793,26.7999894499773
2024,2024-07-01,49,HTI,20,2,5,24.2729092638935,25.7000002682209,22.8999929368492
